🇭🇰香台澳,#genre#
CETV1,https://live.goodiptv.club/api/ghyx.php?id=CETV1HD_6000
CETV3,https://live.goodiptv.club/api/ghyx.php?id=CETV3HD_2000
CETV4,https://live.goodiptv.club/api/ghyx.php?id=CETV4HD_2000

CCTV1,https://live.goodiptv.club/api/sxg.php?id=CCTV-1H265_4000
CCTV2,https://live.goodiptv.club/api/sxg.php?id=CCTV-2H265_4000
CCTV3,https://live.goodiptv.club/api/sxg.php?id=CCTV-3H265_4000
CCTV4,https://live.goodiptv.club/api/sxg.php?id=CCTV-4H265_4000
CCTV4K,https://live.goodiptv.club/api/sxg.php?id=ys4Kcq_2000
CCTV5,https://live.goodiptv.club/api/sxg.php?id=CCTV-5H265_4000
CCTV5+,https://live.goodiptv.club/api/sxg.php?id=CCTV-5plusH265_4000
CCTV6,https://live.goodiptv.club/api/sxg.php?id=CCTV-6H265_4000
CCTV7,https://live.goodiptv.club/api/sxg.php?id=CCTV-7H265_4000
CCTV8,https://live.goodiptv.club/api/sxg.php?id=CCTV-8H265_4000
CCTV9,https://live.goodiptv.club/api/sxg.php?id=CCTV-9H265_4000
CCTV10,https://live.goodiptv.club/api/sxg.php?id=CCTV-10H265_4000
CCTV11,https://live.goodiptv.club/api/sxg.php?id=CCTV-11-H265_4000
CCTV12,https://live.goodiptv.club/api/sxg.php?id=CCTV-12H265_4000
CCTV13,https://live.goodiptv.club/api/sxg.php?id=CCTV-xw_4000
CCTV14,https://live.goodiptv.club/api/sxg.php?id=CCTV-14H265_4000
CCTV15,https://live.goodiptv.club/api/sxg.php?id=CCTV-15-yyH265_4000
CCTV16,https://live.goodiptv.club/api/sxg.php?id=CCTV-16_4000

CCTV16,https://live.goodiptv.club/api/sxg.php?id=CCTV-16-4K_8000
CCTV17,https://live.goodiptv.club/api/sxg.php?id=CCTV-17_4000
CETV1,https://live.goodiptv.club/api/sxg.php?id=CETV-1H264_4000
CETV4,https://live.goodiptv.club/api/sxg.php?id=CETV-4H264_2000
CGTN俄语,https://live.goodiptv.club/api/sxg.php?id=ey_2000
CGTN法语,https://live.goodiptv.club/api/sxg.php?id=fy_2000
CGTN西语,https://live.goodiptv.club/api/sxg.php?id=xbyy_2000
CGTN英语,https://live.goodiptv.club/api/sxg.php?id=CGTN_4000

CCTV1,https://live.goodiptv.club/aishang/cctv1hd
CCTV2,https://live.goodiptv.club/aishang/cctv2hd
CCTV3,https://live.goodiptv.club/aishang/cctv3hd
CCTV4,https://live.goodiptv.club/aishang/cctv4hd
CCTV4K,http://159.75.85.63:5679/cctv4k.php
CCTV5,https://live.goodiptv.club/aishang/cctv5hd
CCTV5+,https://live.goodiptv.club/aishang/cctv5p
CCTV6,https://live.goodiptv.club/aishang/cctv6hd
CCTV7,https://live.goodiptv.club/aishang/cctv7hd
CCTV8,https://live.goodiptv.club/aishang/cctv8hd
CCTV9,https://live.goodiptv.club/aishang/cctv9hd2
CCTV10,https://live.goodiptv.club/aishang/cctv10hd
CCTV11,https://live.goodiptv.club/aishang/cctv11hd
CCTV12,https://live.goodiptv.club/aishang/cctv12hd
CCTV13,https://live.goodiptv.club/aishang/cctv13hd
CCTV14,https://live.goodiptv.club/aishang/cctv14hd
CCTV15,https://live.goodiptv.club/aishang/cctv15hd
CCTV16,https://live.goodiptv.club/aishang/cctv16hd

CCTV16,https://live.goodiptv.club/aishang/cctv164k
CCTV17,https://live.goodiptv.club/aishang/cctv17hd

CCTV1,https://live.goodiptv.club/api/cqyx.php?id=cctv1HD
CCTV2,https://live.goodiptv.club/api/cqyx.php?id=cctv2HD
CCTV3,https://live.goodiptv.club/api/cqyx.php?id=cctv3HD
CCTV4,https://live.goodiptv.club/api/cqyx.php?id=cctv4HD
CCTV4K,https://live.goodiptv.club/api/cqyx.php?id=CCTV4K
CCTV5,https://live.goodiptv.club/api/cqyx.php?id=cctv5HD
CCTV5+,https://live.goodiptv.club/api/cqyx.php?id=cctv5SportHD
CCTV6,https://live.goodiptv.club/api/cqyx.php?id=cctv6HD
CCTV7,https://live.goodiptv.club/api/cqyx.php?id=cctv7HD
CCTV8,https://live.goodiptv.club/api/cqyx.php?id=cctv8HD
CCTV9,https://live.goodiptv.club/api/cqyx.php?id=cctv9HD
CCTV10,https://live.goodiptv.club/api/cqyx.php?id=cctv10HD
CCTV11,https://live.goodiptv.club/api/cqyx.php?id=cctv11HD
CCTV12,https://live.goodiptv.club/api/cqyx.php?id=cctv12HD
CCTV13,https://live.goodiptv.club/api/cqyx.php?id=CCTVNewsHD
CCTV14,https://live.goodiptv.club/api/cqyx.php?id=cctvseHD
CCTV15,https://live.goodiptv.club/api/cqyx.php?id=cctv15HD
CCTV16,https://live.goodiptv.club/api/cqyx.php?id=cctv16HD

CCTV16,https://live.goodiptv.club/api/cqyx.php?id=CCTV16_4K
CCTV17,https://live.goodiptv.club/api/cqyx.php?id=cctv17HD
CETV1,https://live.goodiptv.club/api/cqyx.php?id=cetv-1SD
CETV4,https://live.goodiptv.club/api/cqyx.php?id=cetv-4SD

CCTV1,https://live.goodiptv.club/api/yqgd.php?id=cctv1hd
CCTV2,https://live.goodiptv.club/api/yqgd.php?id=cctv2hd
CCTV3,https://live.goodiptv.club/api/yqgd.php?id=cctv3hd
CCTV4,https://live.goodiptv.club/api/yqgd.php?id=cctv4
CCTV5,https://live.goodiptv.club/api/yqgd.php?id=cctv5hd
CCTV5+,https://live.goodiptv.club/api/yqgd.php?id=cctv5p
CCTV6,https://live.goodiptv.club/api/yqgd.php?id=cctv6hd
CCTV7,https://live.goodiptv.club/api/yqgd.php?id=cctv7hd
CCTV8,https://live.goodiptv.club/api/yqgd.php?id=cctv8hd
CCTV9,https://live.goodiptv.club/api/yqgd.php?id=cctv9hd
CCTV10,https://live.goodiptv.club/api/yqgd.php?id=cctv10hd
CCTV11,https://live.goodiptv.club/api/yqgd.php?id=cctv11
CCTV12,https://live.goodiptv.club/api/yqgd.php?id=cctv12hd
CCTV13,https://live.goodiptv.club/api/yqgd.php?id=cctv13
CCTV14,https://live.goodiptv.club/api/yqgd.php?id=cctv14hd
CCTV15,https://live.goodiptv.club/api/yqgd.php?id=cctv15
CCTV16,https://live.goodiptv.club/api/yqgd.php?id=cctv16hd
CCTV17,https://live.goodiptv.club/api/yqgd.php?id=cctv17
